PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37343735","Simple topological task-based functional connectivity features predict longitudinal behavioral change of fluid reasoning in the RANN cohort","Argiris G, Stern Y, Lee S, Ryu H, Habeck C.","Neuroimage. 2023 Aug 15;277:120237. doi: 10.1016/j.neuroimage.2023.120237. Epub 2023 Jun 19.","Argiris G","Neuroimage","2023","2023/06/21","PMC10999229","NIHMS1979108","10.1016/j.neuroimage.2023.120237"
"36797962","Scale-free chaos in the confined Vicsek flocking model","González-Albaladejo R, Carpio A, Bonilla LL.","Phys Rev E. 2023 Jan;107(1-1):014209. doi: 10.1103/PhysRevE.107.014209.","González-Albaladejo R","Phys Rev E","2023","2023/02/17","","","10.1103/PhysRevE.107.014209"
"30718811","Persistent Homology for the Quantitative Evaluation of Architectural Features in Prostate Cancer Histology","Lawson P, Sholl AB, Brown JQ, Fasy BT, Wenk C.","Sci Rep. 2019 Feb 4;9(1):1139. doi: 10.1038/s41598-018-36798-y.","Lawson P","Sci Rep","2019","2019/02/06","PMC6361896","","10.1038/s41598-018-36798-y"
"38940159","Epidemiological topology data analysis links severe COVID-19 to RAAS and hyperlipidemia associated metabolic syndrome conditions","Platt D, Bose A, Rhrissorrakrai K, Levovitz C, Parida L.","Bioinformatics. 2024 Jun 28;40(Suppl 1):i199-i207. doi: 10.1093/bioinformatics/btae235.","Platt D","Bioinformatics","2024","2024/06/28","PMC11211822","","10.1093/bioinformatics/btae235"
"38785053","[Molecular mechanisms of the effect of standardized placental hydrolysate peptides on mitochondria functioning]","Torshin IY, Gromova OA, Tikhonova OV, Chuchalin AG.","Ter Arkh. 2023 Dec 28;95(12):1133-1140. doi: 10.26442/00403660.2023.12.202494.","Torshin IY","Ter Arkh","2023","2024/05/24","","","10.26442/00403660.2023.12.202494"
"22649516","Structure of the afferent terminals in terminal ganglion of a cricket and persistent homology","Brown J, Gedeon T.","PLoS One. 2012;7(5):e37278. doi: 10.1371/journal.pone.0037278. Epub 2012 May 23.","Brown J","PLoS One","2012","2012/06/01","PMC3359360","","10.1371/journal.pone.0037278"
"39255093","Distributed Augmentation, Hypersweeps, and Branch Decomposition of Contour Trees for Scientific Exploration","Li M, Carr H, Rubel O, Wang B, Weber GH.","IEEE Trans Vis Comput Graph. 2024 Sep 10;PP. doi: 10.1109/TVCG.2024.3456322. Online ahead of print.","Li M","IEEE Trans Vis Comput Graph","2024","2024/09/10","","","10.1109/TVCG.2024.3456322"
"38508049","Functional loops: Monitoring functional organization of deep neural networks using algebraic topology","Zhang B, Lin H.","Neural Netw. 2024 Jun;174:106239. doi: 10.1016/j.neunet.2024.106239. Epub 2024 Mar 16.","Zhang B","Neural Netw","2024","2024/03/20","","","10.1016/j.neunet.2024.106239"
"38496948","Topological Characteristics of the Pore Network in the Tight Sandstone Using Persistent Homology","Wang W, Yan Z, Wang L, Xu S.","ACS Omega. 2024 Feb 26;9(10):11589-11596. doi: 10.1021/acsomega.3c08847. eCollection 2024 Mar 12.","Wang W","ACS Omega","2024","2024/03/18","PMC10938304","","10.1021/acsomega.3c08847"
"31839008","Predicting associations among drugs, targets and diseases by tensor decomposition for drug repositioning","Wang R, Li S, Cheng L, Wong MH, Leung KS.","BMC Bioinformatics. 2019 Dec 16;20(Suppl 26):628. doi: 10.1186/s12859-019-3283-6.","Wang R","BMC Bioinformatics","2019","2019/12/17","PMC6912989","","10.1186/s12859-019-3283-6"
"35243336","On the Construction of Group Equivariant Non-Expansive Operators via Permutants and Symmetric Functions","Conti F, Frosini P, Quercioli N.","Front Artif Intell. 2022 Feb 15;5:786091. doi: 10.3389/frai.2022.786091. eCollection 2022.","Conti F","Front Artif Intell","2022","2022/03/04","PMC8887714","","10.3389/frai.2022.786091"
"37198833","Topological measures of order for imperfect two-dimensional Bravais lattices","Shipman PD, Sharath T, Bradley RM.","Phys Rev E. 2023 Apr;107(4-1):044216. doi: 10.1103/PhysRevE.107.044216.","Shipman PD","Phys Rev E","2023","2023/05/18","","","10.1103/PhysRevE.107.044216"
"39298344","A class of nonlinear ship stability analysis: Stochastic dynamics with time-delayed control in crosswind and wave conditions","Ai H, Han Z, Chen X, Wang Q.","Chaos. 2024 Sep 1;34(9):093127. doi: 10.1063/5.0222042.","Ai H","Chaos","2024","2024/09/19","","","10.1063/5.0222042"
"39493503","Predicting protein complexes in protein interaction networks using Mapper and graph convolution networks","Daou L, Hanna EM.","Comput Struct Biotechnol J. 2024 Oct 10;23:3595-3609. doi: 10.1016/j.csbj.2024.10.009. eCollection 2024 Dec.","Daou L","Comput Struct Biotechnol J","2024","2024/11/04","PMC11530816","","10.1016/j.csbj.2024.10.009"
"39264777","Fast Comparative Analysis of Merge Trees Using Locality Sensitive Hashing","Lyu W, Sridharamurthy R, Phillips JM, Wang B.","IEEE Trans Vis Comput Graph. 2024 Sep 12;PP. doi: 10.1109/TVCG.2024.3456383. Online ahead of print.","Lyu W","IEEE Trans Vis Comput Graph","2024","2024/09/12","","","10.1109/TVCG.2024.3456383"
"38747939","Microscopic pathways of transition from low-density to high-density amorphous phase of water","Ramesh G, Mahajan V, Koner D, Singh RS.","J Chem Phys. 2024 May 21;160(19):194501. doi: 10.1063/5.0206489.","Ramesh G","J Chem Phys","2024","2024/05/15","","","10.1063/5.0206489"
"39575737","TopoLoop: A new tool for chromatin loop detection in live cells via single-particle tracking","Kokkanti A, Atanasiu A, Kolbin D, Adalsteinsson D, Bloom K, Vasquez PA.","J Chem Phys. 2024 Nov 28;161(20):204105. doi: 10.1063/5.0236090.","Kokkanti A","J Chem Phys","2024","2024/11/22","","","10.1063/5.0236090"
"39524154","Morse theoretic signal compression and reconstruction on chain complexes","Ebli S, Hacker C, Maggs K.","J Appl Comput Topol. 2024;8(8):2285-2326. doi: 10.1007/s41468-024-00191-8. Epub 2024 Sep 30.","Ebli S","J Appl Comput Topol","2024","2024/11/11","PMC11541343","","10.1007/s41468-024-00191-8"
"28866503","The Topology ToolKit","Tierny J, Favelier G, Levine JA, Gueunet C, Michaux M.","IEEE Trans Vis Comput Graph. 2018 Jan;24(1):832-842. doi: 10.1109/TVCG.2017.2743938. Epub 2017 Aug 29.","Tierny J","IEEE Trans Vis Comput Graph","2018","2017/09/04","","","10.1109/TVCG.2017.2743938"
"39194166","Homogenization of word relationships in schizophrenia: Topological analysis of cortical semantic representations","Hayashi R, Kaji S, Matsumoto Y, Nishida S, Nishimoto S, Takahashi H.","Psychiatry Clin Neurosci. 2024 Nov;78(11):687-695. doi: 10.1111/pcn.13727. Epub 2024 Aug 28.","Hayashi R","Psychiatry Clin Neurosci","2024","2024/08/28","","","10.1111/pcn.13727"
"36273770","Neural resources shift under Methylphenidate: A computational approach to examine anxiety-cognition interplay","Saggar M, Bruno J, Gaillard C, Claudino L, Ernst M.","Neuroimage. 2022 Dec 1;264:119686. doi: 10.1016/j.neuroimage.2022.119686. Epub 2022 Oct 20.","Saggar M","Neuroimage","2022","2022/10/23","PMC9772074","NIHMS1848690","10.1016/j.neuroimage.2022.119686"
"35285212","[Formulation regularity of traditional Chinese medicine in treatment of sinusitis based on data mining]","Wang BL, Wu CX, Yi ZX, Hu YS.","Zhongguo Zhong Yao Za Zhi. 2022 Feb;47(4):1114-1119. doi: 10.19540/j.cnki.cjcmm.20210902.502.","Wang BL","Zhongguo Zhong Yao Za Zhi","2022","2022/03/14","","","10.19540/j.cnki.cjcmm.20210902.502"
"32207233","Molecular natural history of breast cancer: Leveraging transcriptomics to predict breast cancer progression and aggressiveness","Cook DJ, Kallus J, Jörnsten R, Nielsen J.","Cancer Med. 2020 May;9(10):3551-3562. doi: 10.1002/cam4.2996. Epub 2020 Mar 23.","Cook DJ","Cancer Med","2020","2020/03/25","PMC7221450","","10.1002/cam4.2996"
"28923933","Longitudinal identification of clinically distinct neurophenotypes in young children with fragile X syndrome","Bruno JL, Romano D, Mazaika P, Lightbody AA, Hazlett HC, Piven J, Reiss AL.","Proc Natl Acad Sci U S A. 2017 Oct 3;114(40):10767-10772. doi: 10.1073/pnas.1620994114. Epub 2017 Sep 18.","Bruno JL","Proc Natl Acad Sci U S A","2017","2017/09/20","PMC5635864","","10.1073/pnas.1620994114"
"38983848","Using adjusted local assortativity with Molecular Pixelation unveils colocalization of membrane proteins with immunological significance","Rhomberg-Kauert J, Karlsson M, Thiagarajan D, Kallas T, Karlsson F, Fredriksson S, Dahlberg J, Martinez Barrio A.","Front Immunol. 2024 Jun 25;15:1309916. doi: 10.3389/fimmu.2024.1309916. eCollection 2024.","Rhomberg-Kauert J","Front Immunol","2024","2024/07/10","PMC11231075","","10.3389/fimmu.2024.1309916"
"35312683","Determining clinically relevant features in cytometry data using persistent homology","Mukherjee S, Wethington D, Dey TK, Das J.","PLoS Comput Biol. 2022 Mar 21;18(3):e1009931. doi: 10.1371/journal.pcbi.1009931. eCollection 2022 Mar.","Mukherjee S","PLoS Comput Biol","2022","2022/03/21","PMC9009779","","10.1371/journal.pcbi.1009931"
"33564058","Machine intelligence identifies soluble TNFa as a therapeutic target for spinal cord injury","Huie JR, Ferguson AR, Kyritsis N, Pan JZ, Irvine KA, Nielson JL, Schupp PG, Oldham MC, Gensel JC, Lin A, Segal MR, Ratan RR, Bresnahan JC, Beattie MS.","Sci Rep. 2021 Feb 9;11(1):3442. doi: 10.1038/s41598-021-82951-5.","Huie JR","Sci Rep","2021","2021/02/10","PMC7873211","","10.1038/s41598-021-82951-5"
"27580351","A Transcriptome-driven Analysis of Epithelial Brushings and Bronchial Biopsies to Define Asthma Phenotypes in U-BIOPRED","Kuo CS, Pavlidis S, Loza M, Baribaud F, Rowe A, Pandis I, Hoda U, Rossios C, Sousa A, Wilson SJ, Howarth P, Dahlen B, Dahlen SE, Chanez P, Shaw D, Krug N, Sandstrӧm T, De Meulder B, Lefaudeux D, Fowler S, Fleming L, Corfield J, Auffray C, Sterk PJ, Djukanovic R, Guo Y, Adcock IM, Chung KF; U-BIOPRED Project Team ‡.","Am J Respir Crit Care Med. 2017 Feb 15;195(4):443-455. doi: 10.1164/rccm.201512-2452OC.","Kuo CS","Am J Respir Crit Care Med","2017","2016/09/01","","","10.1164/rccm.201512-2452OC"
"32353491","Sputum microbiome profiles identify severe asthma phenotypes of relative stability at 12 to 18 months","Abdel-Aziz MI, Brinkman P, Vijverberg SJH, Neerincx AH, Riley JH, Bates S, Hashimoto S, Kermani NZ, Chung KF, Djukanovic R, Dahlén SE, Adcock IM, Howarth PH, Sterk PJ, Kraneveld AD, Maitland-van der Zee AH; U-BIOPRED Study Group.","J Allergy Clin Immunol. 2021 Jan;147(1):123-134. doi: 10.1016/j.jaci.2020.04.018. Epub 2020 Apr 28.","Abdel-Aziz MI","J Allergy Clin Immunol","2021","2020/05/01","","","10.1016/j.jaci.2020.04.018"
"32762883","A Network-Based ""Phenomics"" Approach for Discovering Patient Subtypes From High-Throughput Cardiac Imaging Data","Cho JS, Shrestha S, Kagiyama N, Hu L, Ghaffar YA, Casaclang-Verzosa G, Zeb I, Sengupta PP.","JACC Cardiovasc Imaging. 2020 Aug;13(8):1655-1670. doi: 10.1016/j.jcmg.2020.02.008. Epub 2020 Mar 16.","Cho JS","JACC Cardiovasc Imaging","2020","2020/08/09","","","10.1016/j.jcmg.2020.02.008"
"36968492","Dynamic ECG signal quality evaluation based on persistent homology and GoogLeNet method","Ren Y, Liu F, Xia S, Shi S, Chen L, Wang Z.","Front Neurosci. 2023 Mar 8;17:1153386. doi: 10.3389/fnins.2023.1153386. eCollection 2023.","Ren Y","Front Neurosci","2023","2023/03/27","PMC10030713","","10.3389/fnins.2023.1153386"
"25746968","Innate and adaptive T cells in asthmatic patients: Relationship to severity and disease mechanisms","Hinks TS, Zhou X, Staples KJ, Dimitrov BD, Manta A, Petrossian T, Lum PY, Smith CG, Ward JA, Howarth PH, Walls AF, Gadola SD, Djukanović R.","J Allergy Clin Immunol. 2015 Aug;136(2):323-33. doi: 10.1016/j.jaci.2015.01.014. Epub 2015 Mar 5.","Hinks TS","J Allergy Clin Immunol","2015","2015/03/10","PMC4534770","","10.1016/j.jaci.2015.01.014"
"33181447","Track Iran's national COVID-19 response committee's major concerns using two-stage unsupervised topic modeling","Kaveh-Yazdy F, Zarifzadeh S.","Int J Med Inform. 2021 Jan;145:104309. doi: 10.1016/j.ijmedinf.2020.104309. Epub 2020 Nov 4.","Kaveh-Yazdy F","Int J Med Inform","2021","2020/11/12","PMC7609243","","10.1016/j.ijmedinf.2020.104309"
"39278898","Cardiac ultrasomics for acute myocardial infarction risk stratification and prediction of all-cause mortality: a feasibility study","Hathaway QA, Jamthikar AD, Rajiv N, Chaitman BR, Carson JL, Yanamala N, Sengupta PP.","Echo Res Pract. 2024 Sep 16;11(1):22. doi: 10.1186/s44156-024-00057-w.","Hathaway QA","Echo Res Pract","2024","2024/09/15","PMC11403884","","10.1186/s44156-024-00057-w"
"28441964","Fecal metagenomic profiles in subgroups of patients with myalgic encephalomyelitis/chronic fatigue syndrome","Nagy-Szakal D, Williams BL, Mishra N, Che X, Lee B, Bateman L, Klimas NG, Komaroff AL, Levine S, Montoya JG, Peterson DL, Ramanan D, Jain K, Eddy ML, Hornig M, Lipkin WI.","Microbiome. 2017 Apr 26;5(1):44. doi: 10.1186/s40168-017-0261-y.","Nagy-Szakal D","Microbiome","2017","2017/04/27","PMC5405467","","10.1186/s40168-017-0261-y"
